SupplierNo,Supplier Name,Country,Seg.Code,Category code description,Number of Invoices,SRM Type,Created on,Last Invoice date,Currency,Year To Date Spend
3197,Supplier 3197,GB,701099,SITE MAINTENANCE AND WORKS,34,APPROVED,22.09.2017,27.07.2018,GBP,"16,329.98"
3198,Supplier 3198,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,93,APPROVED,22.09.2017,16.05.2018,GBP,"30,838.40"
3199,Supplier 3199,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,184,APPROVED,22.09.2017,27.07.2018,GBP,"86,714.88"
3200,Supplier 3200,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,12,APPROVED,22.09.2017,27.07.2018,GBP,"26,294.60"
3201,Supplier 3201,GB,641120,SPECIFIC EQUIPMENTS,191,APPROVED,22.09.2017,27.07.2018,GBP,"19,675.75"
3202,Supplier 3202,GB,801299,HARDWARE,54,APPROVED,22.09.2017,27.07.2018,GBP,"45,796.78"
3203,Supplier 3203,GB,999999,UNCLASSIFIED,10,APPROVED,22.09.2017,27.07.2018,GBP,"50,223.04"
3204,Supplier 3204,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,753,APPROVED,22.09.2017,27.07.2018,GBP,"605,125.35"
3205,Supplier 3205,GB,941010,WATER PURCHASE EXTERNALLY,3,APPROVED,22.09.2017,13.06.2018,GBP,596.56
3206,Supplier 3206,GB,701099,SITE MAINTENANCE AND WORKS,18,APPROVED,22.09.2017,27.07.2018,GBP,"1,682.44"
3207,Supplier 3207,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,158,APPROVED,22.09.2017,27.07.2018,GBP,"43,329.00"
3208,Supplier 3208,GB,362111,"WORK CLOTHES, UNIFORMS - RENTAL AND MAINTENANCE",10,PREFERRED,22.09.2017,27.07.2018,GBP,"1,323.16"
3209,Supplier 3209,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,76,APPROVED,22.09.2017,27.07.2018,GBP,"49,739.75"
3210,Supplier 3210,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,7,APPROVED,22.09.2017,02.07.2018,GBP,"3,175.80"
3211,Supplier 3211,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,3,APPROVED,22.09.2017,28.03.2018,GBP,297.92
3212,Supplier 3212,GB,641399,CONSTRUCTION MACHINERY,63,APPROVED,22.09.2017,27.06.2018,GBP,"38,750.00"
3213,Supplier 3213,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,75,APPROVED,22.09.2017,11.07.2018,GBP,"81,700.89"
3214,Supplier 3214,GB,302999,WELDED EQUIPMENTS,18,APPROVED,22.09.2017,18.07.2018,GBP,"13,770.00"
3215,Supplier 3215,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,34,APPROVED,22.09.2017,25.07.2018,GBP,"8,726.27"
3216,Supplier 3216,GB,641120,SPECIFIC EQUIPMENTS,1,APPROVED,22.09.2017,28.02.2018,GBP,"3,624.00"
3217,Supplier 3217,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,3,APPROVED,22.09.2017,26.04.2018,GBP,420
3218,Supplier 3218,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,4,APPROVED,22.09.2017,30.05.2018,GBP,"3,357.66"
3219,Supplier 3219,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,7,APPROVED,22.09.2017,18.07.2018,GBP,"2,275.00"
3220,Supplier 3220,GB,362299,TOOLS,3,APPROVED,22.09.2017,16.05.2018,GBP,270.5
3221,Supplier 3221,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,8,APPROVED,22.09.2017,20.06.2018,GBP,"2,883.01"
3222,Supplier 3222,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,2,APPROVED,22.09.2017,28.03.2018,GBP,815.87
3223,Supplier 3223,GB,641312,CONSTRUCTION MACHINERY ACQUISITION,40,APPROVED,22.09.2017,27.07.2018,GBP,"63,988.69"
3224,Supplier 3224,GB,361013,SMALL INDUSTRIAL SUPPLIES,382,APPROVED,22.09.2017,27.07.2018,GBP,"88,819.91"
3225,Supplier 3225,GB,641719,LUBRICANTS AND GREASE FOR VEHICLES LIGHT VEHICLES,19,APPROVED,22.09.2017,27.07.2018,GBP,"14,526.55"
3226,Supplier 3226,GB,641312,CONSTRUCTION MACHINERY ACQUISITION,5,APPROVED,22.09.2017,27.07.2018,GBP,917.5
3227,Supplier 3227,GB,641111,HEAVY VEHICLES CHASSIS ACQUISITION,538,MAJOR,22.09.2017,27.07.2018,GBP,"4,279,104.72"
3228,Supplier 3228,GB,441013,ODOUR REMOVAL TREATMENT PROCESS,78,APPROVED,22.09.2017,27.07.2018,GBP,"49,933.15"
3229,Supplier 3229,GB,381123,METROLOGICAL CONTROL,73,APPROVED,22.09.2017,27.07.2018,GBP,"20,159.77"
3230,Supplier 3230,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,40,APPROVED,22.09.2017,27.07.2018,GBP,"170,982.02"
3231,Supplier 3231,GB,641310,CONSTRUCTION MACHINERY SHORT TERM RENTAL,62,APPROVED,22.09.2017,27.07.2018,GBP,"26,276.60"
3232,Supplier 3232,GB,961123,OTHER TAXES,12,APPROVED,22.09.2017,25.07.2018,GBP,"14,789.34"
3233,Supplier 3233,GB,361013,SMALL INDUSTRIAL SUPPLIES,"1,920",PREFERRED,22.09.2017,27.07.2018,GBP,"254,450.43"
3234,Supplier 3234,GB,951099,RECYCLING PURCHASES / CO-PRODUCTS,141,PREFERRED,22.09.2017,31.07.2018,GBP,"4,126,242.69"
3235,Supplier 3235,GB,999999,UNCLASSIFIED,5,APPROVED,22.09.2017,27.07.2018,GBP,"30,365.57"
3236,Supplier 3236,GB,302999,WELDED EQUIPMENTS,3,APPROVED,22.09.2017,25.04.2018,GBP,"6,000.00"
3237,Supplier 3237,GB,301099,CONTAINERS,66,PREFERRED,22.09.2017,27.07.2018,GBP,"133,290.64"
3238,Supplier 3238,GB,841213,GENERAL SKILLS TRAINING,10,APPROVED,22.09.2017,27.07.2018,GBP,"4,356.30"
3239,Supplier 3239,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,15,MAJOR,22.09.2017,18.07.2018,GBP,"8,530.25"
3240,Supplier 3240,GB,701901,FACILITY MANAGEMENT,1,APPROVED,22.09.2017,29.01.2018,GBP,180
3241,Supplier 3241,GB,362299,TOOLS,5,APPROVED,22.09.2017,26.04.2018,GBP,686
3242,Supplier 3242,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,7,APPROVED,22.09.2017,27.07.2018,GBP,"13,067.30"
3243,Supplier 3243,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,5,APPROVED,22.09.2017,30.05.2018,GBP,906.25
3244,Supplier 3244,GB,641122,HEAVY VEHICLES SPARE PARTS,20,APPROVED,22.09.2017,27.07.2018,GBP,"12,271.58"
3245,Supplier 3245,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,251,APPROVED,22.09.2017,27.07.2018,GBP,"160,280.86"
3246,Supplier 3246,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,46,APPROVED,22.09.2017,25.07.2018,GBP,"6,005.92"
3247,Supplier 3247,GB,801311,MOBILE PHONE COMMUNICATION SUBSCRIPTION AND CONSUMPTION,46,APPROVED,22.09.2017,27.07.2018,GBP,"28,325.46"
3248,Supplier 3248,GB,308099,GENERAL INDUSTRIAL MAINTENANCE,3,APPROVED,22.09.2017,02.07.2018,GBP,"2,363.00"
3249,Supplier 3249,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,16,APPROVED,22.09.2017,27.07.2018,GBP,"17,348.65"
3250,Supplier 3250,GB,308022,INDUSTRIAL EQUIPMENT CLEANING,1,APPROVED,22.09.2017,02.07.2018,GBP,"7,150.00"
3251,Supplier 3251,GB,701211,SECURITY SERVICES,9,APPROVED,22.09.2017,27.06.2018,GBP,339.58
3252,Supplier 3252,GB,361899,SIGNAGE,583,PREFERRED,22.09.2017,27.07.2018,GBP,"243,345.93"
3253,Supplier 3253,GB,641120,SPECIFIC EQUIPMENTS,34,APPROVED,22.09.2017,27.07.2018,GBP,"6,498.86"
3254,Supplier 3254,GB,821199,LEGAL SERVICES,11,APPROVED,22.09.2017,25.07.2018,GBP,"7,813.70"
3255,Supplier 3255,GB,302112,GEAR MOTOR - MAINTENANCE AND SERVICE,15,MAJOR,22.09.2017,27.07.2018,GBP,"143,537.00"
3256,Supplier 3256,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,1,APPROVED,22.09.2017,30.05.2018,GBP,"1,564.25"
3257,Supplier 3257,GB,999999,UNCLASSIFIED,7,APPROVED,22.09.2017,27.06.2018,GBP,499.59
3258,Supplier 3258,GB,544199,CONTROL VALVES,6,APPROVED,22.09.2017,27.07.2018,GBP,"8,464.74"
3259,Supplier 3259,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,6,APPROVED,22.09.2017,28.03.2018,GBP,"70,665.55"
3260,Supplier 3260,GB,641126,HEAVY VEHICLES SHORT TERM RENTAL,114,APPROVED,22.09.2017,18.07.2018,GBP,"54,226.03"
3261,Supplier 3261,GB,999999,UNCLASSIFIED,7,APPROVED,22.09.2017,30.05.2018,GBP,"12,750.00"
3262,Supplier 3262,GB,961199,TAXES,4,APPROVED,22.09.2017,11.07.2018,GBP,"11,350.00"
3263,Supplier 3263,GB,141923,VIRGIN POWDERED ACTIVATED CARBON,21,PREFERRED,22.09.2017,27.07.2018,GBP,"139,368.00"
3264,Supplier 3264,GB,701710,RENT AND CHARGES,1,APPROVED,22.09.2017,24.01.2018,GBP,"10,200.00"
3265,Supplier 3265,GB,701211,SECURITY SERVICES,3,APPROVED,22.09.2017,06.06.2018,GBP,904.87
3266,Supplier 3266,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,122,APPROVED,22.09.2017,27.07.2018,GBP,"39,751.40"
3267,Supplier 3267,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,116,APPROVED,22.09.2017,04.07.2018,GBP,"12,944.58"
3268,Supplier 3268,GB,362612,"INSECTICIDE, RODENTICIDE",22,APPROVED,22.09.2017,27.07.2018,GBP,"10,610.56"
3269,Supplier 3269,GB,641120,SPECIFIC EQUIPMENTS,1,APPROVED,22.09.2017,11.04.2018,GBP,228.8
3270,Supplier 3270,GB,701099,SITE MAINTENANCE AND WORKS,1,APPROVED,22.09.2017,11.07.2018,GBP,187
3271,Supplier 3271,GB,302312,SEWAGE SUBMERSIBLE PUMPS - MAINTENANCE AND SERVICE,158,APPROVED,22.09.2017,27.07.2018,GBP,"74,234.61"
3272,Supplier 3272,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,30,APPROVED,22.09.2017,27.07.2018,GBP,"34,238.41"
3273,Supplier 3273,GB,362410,SHORT TERM RENTAL OF EQUIPMENT AND PORTABLE MATERIAL,13,APPROVED,22.09.2017,27.07.2018,GBP,"4,395.31"
3274,Supplier 3274,GB,362599,GAS DETECTION,61,APPROVED,22.09.2017,27.07.2018,GBP,"53,671.50"
3275,Supplier 3275,GB,641710,FUEL : BULK DIESEL,"1,971",APPROVED,22.09.2017,25.07.2018,GBP,"1,013,468.55"
3276,Supplier 3276,GB,641310,CONSTRUCTION MACHINERY SHORT TERM RENTAL,9,APPROVED,22.09.2017,18.07.2018,GBP,"6,960.78"
3277,Supplier 3277,GB,362299,TOOLS,4,APPROVED,22.09.2017,26.04.2018,GBP,"1,285.50"
3278,Supplier 3278,GB,821711,ADVERTISING SPACE PURCHASE,3,APPROVED,22.09.2017,25.07.2018,GBP,408.56
3279,Supplier 3279,GB,641121,HEAVY VEHICLES BODIES AND EQUIPMENTS MAINTENANCE AND REPAIR SERVICES,3,APPROVED,22.09.2017,13.06.2018,GBP,"1,544.11"
3280,Supplier 3280,GB,381520,TECHNICAL STUDIES OF WASTE INCINERATOR,5,APPROVED,22.09.2017,27.07.2018,GBP,"3,226.00"
3281,Supplier 3281,GB,821311,BANK SERVICES,5,APPROVED,22.09.2017,25.07.2018,GBP,"14,616.43"
3282,Supplier 3282,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,4,APPROVED,22.09.2017,27.07.2018,GBP,"3,150.00"
3283,Supplier 3283,GB,821399,FINANCIAL SERVICES,3,APPROVED,22.09.2017,22.05.2018,GBP,"1,148.59"
3284,Supplier 3284,GB,821499,INSURANCE SERVICE,42,PREFERRED,22.09.2017,04.07.2018,GBP,"4,806,664.14"
3285,Supplier 3285,GB,961123,OTHER TAXES,47,APPROVED,22.09.2017,11.07.2018,GBP,"5,975.50"
3286,Supplier 3286,GB,301711,OVERHEAD - TRAVELLING CRANE MAINTENANCE AND SERVICE,119,PREFERRED,22.09.2017,27.07.2018,GBP,"388,726.93"
3287,Supplier 3287,GB,305212,WASTE GAS BURNER / FLARE MAINTENANCE,2,APPROVED,22.09.2017,23.05.2018,GBP,"1,238.01"
3288,Supplier 3288,GB,362699,SANITATION AND CLEANING PRODUCTS AND SUPPLIES,4,APPROVED,22.09.2017,02.05.2018,GBP,600
3289,Supplier 3289,GB,361910,LABORATORY EQUIPMENT,34,STRATEGIC,22.09.2017,27.07.2018,GBP,"17,751.66"
3290,Supplier 3290,GB,306012,COMPACTOR RENTING,4,APPROVED,22.09.2017,11.07.2018,GBP,"1,040.74"
3291,Supplier 3291,GB,381099,ANALYSES AND LABORATORY,2,APPROVED,22.09.2017,02.05.2018,GBP,327.75
3292,Supplier 3292,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,27.07.2018,GBP,"1,186.00"
3293,Supplier 3293,GB,641115,EQUIPMENTS FOR SEWAGE/HP CLEANERS VEHICLES,11,APPROVED,22.09.2017,27.07.2018,GBP,"21,468.09"
3294,Supplier 3294,GB,821311,BANK SERVICES,2,APPROVED,22.09.2017,02.05.2018,GBP,"28,678.90"
3295,Supplier 3295,GB,401216,BUILDING SITE BUNGALOW RENTAL AND PURCHASE,118,APPROVED,22.09.2017,27.07.2018,GBP,"39,579.38"
3296,Supplier 3296,GB,641311,CONSTRUCTION MACHINERY LONG TERM RENTAL,6,APPROVED,22.09.2017,13.06.2018,GBP,"2,888.00"
3297,Supplier 3297,GB,401216,BUILDING SITE BUNGALOW RENTAL AND PURCHASE,130,APPROVED,22.09.2017,27.07.2018,GBP,"59,712.59"
3298,Supplier 3298,GB,941010,WATER PURCHASE EXTERNALLY,7,APPROVED,22.09.2017,06.06.2018,GBP,579
3299,Supplier 3299,GB,141616,QUICK LIME,469,PREFERRED,22.09.2017,27.07.2018,GBP,"1,148,436.86"
3300,Supplier 3300,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,4,APPROVED,22.09.2017,06.06.2018,GBP,"3,248.00"
3301,Supplier 3301,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,90,APPROVED,22.09.2017,27.07.2018,GBP,"108,712.36"
3302,Supplier 3302,GB,641718,SPECIFIC GAS FOR ENGINEERING MACHINERY,2,APPROVED,22.09.2017,04.04.2018,GBP,855.9
3303,Supplier 3303,GB,381099,ANALYSES AND LABORATORY,7,APPROVED,22.09.2017,30.05.2018,GBP,"8,034.28"
3304,Supplier 3304,GB,362599,GAS DETECTION,10,APPROVED,22.09.2017,27.07.2018,GBP,"3,663.75"
3305,Supplier 3305,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,24,APPROVED,22.09.2017,27.07.2018,GBP,"4,246.36"
3306,Supplier 3306,GB,821099,CONSULTING SERVICES,8,APPROVED,22.09.2017,30.05.2018,GBP,"1,281.58"
3307,Supplier 3307,GB,701901,FACILITY MANAGEMENT,2,APPROVED,22.09.2017,29.01.2018,GBP,722.02
3308,Supplier 3308,GB,961099,INTERNAL RE-INVOICING,2,APPROVED,22.09.2017,30.07.2018,GBP,"34,719.78"
3309,Supplier 3309,GB,721020,"GENERAL AND TECHNICAL DOCUMENTATION, SUBSCRIPTIONS",3,APPROVED,22.09.2017,28.02.2018,GBP,441
3310,Supplier 3310,GB,701901,FACILITY MANAGEMENT,3,APPROVED,22.09.2017,18.07.2018,GBP,185.46
3311,Supplier 3311,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,263,APPROVED,22.09.2017,27.07.2018,GBP,"128,877.33"
3312,Supplier 3312,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,40,APPROVED,22.09.2017,27.07.2018,GBP,"42,926.90"
3313,Supplier 3313,GB,641120,SPECIFIC EQUIPMENTS,1,APPROVED,22.09.2017,30.05.2018,GBP,400
3314,Supplier 3314,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,25,APPROVED,22.09.2017,27.07.2018,GBP,"13,668.18"
3315,Supplier 3315,GB,361013,SMALL INDUSTRIAL SUPPLIES,33,APPROVED,22.09.2017,27.07.2018,GBP,"5,016.59"
3316,Supplier 3316,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,3,APPROVED,22.09.2017,23.05.2018,GBP,959
3317,Supplier 3317,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,93,APPROVED,22.09.2017,27.07.2018,GBP,"49,883.36"
3318,Supplier 3318,GB,721020,"GENERAL AND TECHNICAL DOCUMENTATION, SUBSCRIPTIONS",14,APPROVED,22.09.2017,11.07.2018,GBP,891
3319,Supplier 3319,GB,961199,TAXES,1,APPROVED,22.09.2017,29.01.2018,GBP,"2,460.20"
3320,Supplier 3320,GB,641312,CONSTRUCTION MACHINERY ACQUISITION,10,APPROVED,22.09.2017,25.07.2018,GBP,"6,839.24"
3321,Supplier 3321,GB,641120,SPECIFIC EQUIPMENTS,4,APPROVED,22.09.2017,27.07.2018,GBP,816
3322,Supplier 3322,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,18.07.2018,GBP,372.68
3323,Supplier 3323,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,4,APPROVED,22.09.2017,18.07.2018,GBP,818.1
3324,Supplier 3324,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,35,APPROVED,22.09.2017,27.07.2018,GBP,"40,354.99"
3325,Supplier 3325,GB,301013,SKIP - MAINTENANCE AND SERVICES,193,PREFERRED,22.09.2017,27.07.2018,GBP,"442,997.43"
3326,Supplier 3326,GB,701612,GROCERIES AND WATER FOUNTAINS,9,APPROVED,22.09.2017,11.07.2018,GBP,81.2
3327,Supplier 3327,GB,641120,SPECIFIC EQUIPMENTS,15,APPROVED,22.09.2017,27.07.2018,GBP,770
3328,Supplier 3328,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,5,APPROVED,22.09.2017,25.04.2018,GBP,"2,441.00"
3329,Supplier 3329,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,35,APPROVED,22.09.2017,27.07.2018,GBP,"49,435.71"
3330,Supplier 3330,GB,306799,CONVEYOR,10,APPROVED,22.09.2017,20.06.2018,GBP,"81,845.00"
3331,Supplier 3331,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,15,APPROVED,22.09.2017,27.07.2018,GBP,"1,279.50"
3332,Supplier 3332,GB,641120,SPECIFIC EQUIPMENTS,6,APPROVED,22.09.2017,02.05.2018,GBP,"14,086.00"
3333,Supplier 3333,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,29,APPROVED,22.09.2017,27.07.2018,GBP,"8,174.12"
3334,Supplier 3334,GB,302999,WELDED EQUIPMENTS,6,APPROVED,22.09.2017,30.05.2018,GBP,"1,675.31"
3335,Supplier 3335,GB,821310,FINANCIAL AUDIT SERVICES,4,PREFERRED,22.09.2017,02.07.2018,GBP,"15,717.00"
3336,Supplier 3336,GB,641122,HEAVY VEHICLES SPARE PARTS,11,APPROVED,22.09.2017,27.07.2018,GBP,"22,550.00"
3337,Supplier 3337,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,85,APPROVED,22.09.2017,18.07.2018,GBP,"10,484.78"
3338,Supplier 3338,GB,361811,OTHER ROAD TRAFFIC SIGNS,1,APPROVED,22.09.2017,24.01.2018,GBP,"1,259.81"
3339,Supplier 3339,GB,841214,TECHNICAL AND INDUSTRIAL TRAINING,3,APPROVED,22.09.2017,29.01.2018,GBP,"15,895.00"
3340,Supplier 3340,GB,641120,SPECIFIC EQUIPMENTS,8,APPROVED,22.09.2017,27.07.2018,GBP,"1,152.00"
3341,Supplier 3341,GB,841214,TECHNICAL AND INDUSTRIAL TRAINING,9,APPROVED,22.09.2017,27.07.2018,GBP,"5,463.00"
3342,Supplier 3342,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,53,APPROVED,22.09.2017,27.07.2018,GBP,"145,271.70"
3343,Supplier 3343,GB,641122,HEAVY VEHICLES SPARE PARTS,42,APPROVED,22.09.2017,27.07.2018,GBP,"6,969.66"
3344,Supplier 3344,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,11,APPROVED,22.09.2017,27.07.2018,GBP,"14,082.39"
3345,Supplier 3345,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,25,APPROVED,22.09.2017,27.07.2018,GBP,"3,642.70"
3346,Supplier 3346,GB,961123,OTHER TAXES,2,APPROVED,22.09.2017,18.04.2018,GBP,"8,681.06"
3347,Supplier 3347,GB,821012,ENVIRONMENTAL CONSULTING SERVICES,39,APPROVED,22.09.2017,27.07.2018,GBP,"27,487.25"
3348,Supplier 3348,GB,961123,OTHER TAXES,3,APPROVED,22.09.2017,30.05.2018,GBP,418.92
3349,Supplier 3349,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,110,APPROVED,22.09.2017,27.07.2018,GBP,"6,548.91"
3350,Supplier 3350,GB,999999,UNCLASSIFIED,1,APPROVED,22.09.2017,28.03.2018,GBP,"8,106.26"
3351,Supplier 3351,GB,641120,SPECIFIC EQUIPMENTS,3,APPROVED,22.09.2017,27.06.2018,GBP,"1,515.00"
3352,Supplier 3352,GB,801311,MOBILE PHONE COMMUNICATION SUBSCRIPTION AND CONSUMPTION,32,APPROVED,22.09.2017,27.07.2018,GBP,"26,804.72"
3353,Supplier 3353,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,113,APPROVED,22.09.2017,27.07.2018,GBP,"1,099,563.58"
3354,Supplier 3354,GB,701211,SECURITY SERVICES,17,APPROVED,22.09.2017,27.07.2018,GBP,"22,657.60"
3355,Supplier 3355,GB,701501,ARCHIVING SERVICES,14,APPROVED,22.09.2017,27.07.2018,GBP,"9,316.54"
3356,Supplier 3356,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,55,APPROVED,22.09.2017,27.07.2018,GBP,"14,140.08"
3357,Supplier 3357,GB,841212,TRAINING: HSE - SAFETY,2,APPROVED,22.09.2017,25.07.2018,GBP,250
3358,Supplier 3358,GB,261399,WATER,2,APPROVED,22.09.2017,14.03.2018,GBP,472.45
3359,Supplier 3359,GB,401011,ROADS RELATED,1,APPROVED,22.09.2017,26.04.2018,GBP,"6,900.00"
3360,Supplier 3360,GB,641315,CONSTRUCTION MACHINERY MAINTENANCE,10,APPROVED,22.09.2017,27.07.2018,GBP,"2,215.00"
3361,Supplier 3361,GB,641122,HEAVY VEHICLES SPARE PARTS,2,APPROVED,22.09.2017,26.04.2018,GBP,513.45
3362,Supplier 3362,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,15,APPROVED,22.09.2017,30.05.2018,GBP,"7,573.92"
3363,Supplier 3363,GB,362512,CHECKING AND MAINTENANCE OF FIX AND MOBILE MATERIAL FOR GAS DETECTION,19,APPROVED,22.09.2017,27.07.2018,GBP,"4,339.62"
3364,Supplier 3364,GB,701099,SITE MAINTENANCE AND WORKS,9,APPROVED,22.09.2017,25.07.2018,GBP,"10,908.42"
3365,Supplier 3365,GB,641120,SPECIFIC EQUIPMENTS,10,APPROVED,22.09.2017,02.07.2018,GBP,"1,839.03"
3366,Supplier 3366,GB,601016,WASTE TRUCK TRANSPORT,54,APPROVED,22.09.2017,27.07.2018,GBP,"51,590.00"
3367,Supplier 3367,GB,801211,"PRINTERS, PHOTOCOPIERS AND MULTIFUNCTIONAL: PURCHASE/ RENTING",9,APPROVED,22.09.2017,04.07.2018,GBP,"5,436.48"
3368,Supplier 3368,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,415,APPROVED,22.09.2017,18.07.2018,GBP,"372,254.04"
3369,Supplier 3369,GB,801310,LANDLINE PHONE COMMUNICATION SUBSCRIPTION AND CONSUMPTION,16,APPROVED,22.09.2017,27.07.2018,GBP,821.7
3370,Supplier 3370,GB,641122,HEAVY VEHICLES SPARE PARTS,185,MAJOR,22.09.2017,27.07.2018,GBP,"132,363.17"
3371,Supplier 3371,GB,961123,OTHER TAXES,6,APPROVED,22.09.2017,11.07.2018,GBP,"15,430.63"
3372,Supplier 3372,GB,702110,REPROGRAPHICS SERVICES,721,PREFERRED,22.09.2017,27.07.2018,GBP,"78,671.74"
3373,Supplier 3373,GB,601018,OTHERS TRANSPORTS,335,TBC,22.09.2017,27.07.2018,GBP,"127,904.50"
3374,Supplier 3374,GB,701901,FACILITY MANAGEMENT,2,APPROVED,22.09.2017,02.07.2018,GBP,336
3375,Supplier 3375,GB,361013,SMALL INDUSTRIAL SUPPLIES,7,APPROVED,22.09.2017,27.07.2018,GBP,"1,517.43"
3376,Supplier 3376,GB,821199,LEGAL SERVICES,33,APPROVED,22.09.2017,27.07.2018,GBP,"3,331.34"
3377,Supplier 3377,GB,301015,BAGS,60,APPROVED,22.09.2017,27.07.2018,GBP,"81,127.55"
3378,Supplier 3378,GB,401011,ROADS RELATED,7,APPROVED,22.09.2017,27.07.2018,GBP,"3,850.00"
3379,Supplier 3379,GB,401199,BUILDING CONSTRUCTION,2,PREFERRED,22.09.2017,24.01.2018,GBP,"26,372.50"
3380,Supplier 3380,GB,961123,OTHER TAXES,2,APPROVED,22.09.2017,25.04.2018,GBP,743.6
3381,Supplier 3381,GB,961301,ASSOCIATION SUBSCRITION,4,APPROVED,22.09.2017,31.05.2018,GBP,"112,457.00"
3382,Supplier 3382,GB,309999,PLANT AND PROCESS EQUIPMENTS AND MAINTENANCE,91,APPROVED,22.09.2017,27.07.2018,GBP,"44,002.00"
3383,Supplier 3383,GB,307011,OTHER PLANT AND PROCESS EQUIPMENTS,19,APPROVED,22.09.2017,27.07.2018,GBP,"17,409.00"
3384,Supplier 3384,GB,999999,UNCLASSIFIED,2,APPROVED,22.09.2017,14.02.2018,GBP,"2,320.00"
3385,Supplier 3385,GB,601199,SLUDGE AND WASTE COLLECTION AND TREATMENT,29,APPROVED,22.09.2017,27.07.2018,GBP,"48,880.00"
3386,Supplier 3386,GB,362299,TOOLS,7,APPROVED,22.09.2017,30.05.2018,GBP,789.48
3387,Supplier 3387,GB,641120,SPECIFIC EQUIPMENTS,10,APPROVED,22.09.2017,27.07.2018,GBP,"2,630.00"
3388,Supplier 3388,GB,302312,SEWAGE SUBMERSIBLE PUMPS - MAINTENANCE AND SERVICE,6,APPROVED,22.09.2017,16.05.2018,GBP,"52,176.37"
3389,Supplier 3389,GB,361615,FIRE DETECTION AND PROTECTION DEVICE MAINTENANCE,80,APPROVED,22.09.2017,30.07.2018,GBP,"202,253.11"
3390,Supplier 3390,GB,401199,BUILDING CONSTRUCTION,3,KEY,22.09.2017,16.05.2018,GBP,"3,241,594.50"
3391,Supplier 3391,GB,841214,TECHNICAL AND INDUSTRIAL TRAINING,1,APPROVED,22.09.2017,30.05.2018,GBP,471.25
